2006;06;18;ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΔΝΓΤ΢Ζ΢.ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΒΑΦΖ ΓΟΤΝΑΡΗΚΧΝ;2661;1605;4032;5637;1.39;23.01;22.35;22.54;33.81;33.32;33.46;MANUFACTURE OF WEARING APPAREL; DRESSING AND DYEING OF FUR;
2006;06;19;ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΓΔΦΖ ΓΔΡΜΑΣΟ΢. ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΣΑΞΗΓΗΟΤ(ΑΠΟ΢ΚΔΤΧΝ). Σ΢ΑΝΣΧΝ. ΔΗΓΧΝ ΢ΔΛΟΠΟΗΗΑ΢. ΔΗΓΧΝ ΢ΑΓΜΑΣΟΠΟΗΗΑ΢ ΚΑΗ ΤΠΟΓΖΜΑΣΧΝ;495;724;478;1202;0.30;22.16;22.08;22.13;38.70;35.85;37.57;TANNING AND DRESSING OF LEATHER ; MANUFACTURE OF LUGGAGE. HANDBAGS. SADDLERY. HARNESS AND FOOTWEAR;
2006;06;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2006;06;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2006;06;20;ΒΗΟΜΖΥΑΝΗΑ ΞΤΛΟΤ ΚΑΗ ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΞΤΛΟ ΚΑΗ ΦΔΛΛΟ.ΔΚΣΟ΢ ΑΠΌ ΣΑ ΔΠΗΠΛΑ ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΚΑΛΑΘΟΠΟΗΗΑ΢ ΚΑΗ ΢ΠΑΡΣΟΠΛΔΚΣΗΚΖ΢;1536;2779;364;3143;0.78;23.21;23.24;23.22;36.01;32.31;35.58;MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK. EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS;
2006;06;21;ΠΑΡΑΓΧΓΖ ΥΑΡΣΟΠΟΛΣΟΤ.ΥΑΡΣΗΟΤ ΚΑΗ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΥΑΡΣΗ;310;586;291;877;0.22;24.13;23.48;23.92;35.61;32.75;34.68;MANUFACTURE OF PULP.PAPER AND PAPER PRODUCTS;
2006;06;22;ΔΚΓΟ΢ΔΗ΢.ΔΚΣΤΠΧ΢ΔΗ΢ ΚΑΗ ΑΝΑΠΑΡΑΓΧΓΖ ΠΡΟΔΓΓΔΓΡΑΜΜΔΝΧΝ ΜΔ΢ΧΝ ΔΓΓΡΑΦΖ΢ ΖΥΟΤ ΚΑΗ ΔΗΚΟΝΑ΢ ΚΑΗ ΜΔ΢ΧΝ ΠΛΖΡΟΦΟΡΗΚΖ΢;2165;2770;2456;5226;1.29;24.43;24.21;24.33;40.94;36.68;38.95;PUBLISHING. PRINTING AND REPRODUCTION OF RECORDED MEDIA;
2006;06;23;ΠΑΡΑΓΧΓΖ ΟΠΣΑΝΘΡΑΚΑ (ΚΧΚ).ΠΡΟΗΟΝΣΧΝ ΓΗΤΛΗ΢Ζ΢ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΠΤΡΖΝΗΚΧΝ ΚΑΤ΢ΗΜΧΝ;49;99;32;131;0.03;23.88;24.09;23.93;49.19;40.56;47.07;MANUFACTURE OF COKE. REFINED PETROLEUM PRODUCTS AND NUCLEAR FUEL;
2006;06;24;ΠΑΡΑΓΧΓΖ ΥΖΜΗΚΧΝ ΟΤ΢ΗΧΝ ΚΑΗ ΠΡΟΗΟΝΣΧΝ;429;858;346;1204;0.30;24.24;23.93;24.15;41.19;37.28;40.08;MANUFACTURE OF CHEMICALS AND CHEMICALS PRODUCTS;
2006;06;25;ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΔΛΑ΢ΣΗΚΟ (ΚΑΟΤΣ΢ΟΤΚ) ΚΑΗ ΠΛΑ΢ΣΗΚΔ΢ ΤΛΔ΢;579;1342;443;1785;0.44;23.93;24.11;23.97;36.82;35.29;36.44;MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS;
2006;06;26;ΚΑΣΑ΢ΚΔΤΖ ΑΛΛΧΝ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΜΖ ΜΔΣΑΛΛΗΚΑ ΟΡΤΚΣΑ;1824;3886;488;4374;1.08;22.87;23.68;22.96;36.85;33.39;36.46;MANUFACTURE OF OTHER NON- METALLIC MINERAL PRODUCTS;
2006;06;27;ΠΑΡΑΓΧΓΖ ΒΑ΢ΗΚΧΝ ΜΔΣΑΛΛΧΝ;200;462;78;540;0.13;24.10;23.31;23.99;38.99;35.45;38.49;MANUFACTURE OF BASIC METALS;
2006;06;28;ΚΑΣΑ΢ΚΔΤΖ ΜΔΣΑΛΛΗΚΧΝ ΠΡΟΗΟΝΣΧΝ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΑ ΜΖΥΑΝΖΜΑΣΑ ΚΑΗ ΣΑ ΔΗΓΖ ΔΞΟΠΛΗ΢ΜΟΤ;4670;9164;933;10097;2.50;23.34;23.66;23.37;36.07;32.33;35.72;MANUFACTURE OF FABRICATED METAL PRODUCTS. EXCEPT MACHINERY AND EQUIPMENT;
2006;06;29;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΗΓΧΝ ΔΞΟΠΛΗ΢ΜΟΤ ΜΑΚ;2141;4834;604;5438;1.34;23.82;24.12;23.85;38.39;34.24;37.92;MANUFACTURE OF MACHINERY AND EQUIPMENT;
2006;06;30;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΧΝ ΓΡΑΦΔΗΟΤ ΚΑΗ ΖΛΔΚΣΡΟΝΗΚΧΝ ΤΠΟΛΟΓΗ΢ΣΧΝ;60;91;23;114;0.03;24.18;24.35;24.21;42.30;41.84;42.21;MANUFACTURE OF OFFICE MACHINERY AND COMPUTERS;
2006;06;31;ΚΑΣΑ΢ΚΔΤΖ ΖΛΔΚΣΡΗΚΧΝ ΜΖΥΑΝΧΝ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΜΑΚ;603;1262;254;1516;0.37;23.97;24.47;24.06;36.30;34.63;36.02;MANUFACTURE OF ELECTRICAL MACHINERY AND APPARATUS NEC;
2006;06;32;ΚΑΣΑ΢ΚΔΤΖ ΔΞΟΠΛΗ΢ΜΟΤ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΡΑΓΗΟΦΧΝΗΑ΢. ΣΖΛΔΟΡΑ΢Ζ΢ ΚΑΗ ΔΠΗΚΟΗΝΧΝΗΧΝ;186;290;93;383;0.09;24.10;24.11;24.10;37.51;32.80;36.36;MANUFACTURE OF RADIO TELEVISION AND COMMUNICATION EQUIPMENT AND APPARATUS;
2006;06;33;ΚΑΣΑ΢ΚΔΤΖ ΗΑΣΡΗΚΧΝ ΟΡΓΑΝΧΝ. ΟΡΓΑΝΧΝ ΑΚΡΗΒΔΗΑ΢ ΚΑΗ ΟΠΣΗΚΧΝ ΟΡΓΑΝΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΟΛΟΓΗΧΝ ΚΆΘΔ ΔΗΓΟΤ΢;621;808;402;1210;0.30;24.39;24.01;24.26;34.45;32.38;33.77;MANUFACTURE OF MEDICAL. PRECISION AND OPTICAL INSTRUMENTS. WATCHES AND CLOCKS;
2006;06;34;ΚΑΣΑ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΚΑΗ ΖΜΗΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΟΥΖΜΑΣΧΝ;160;344;30;374;0.09;23.17;23.47;23.19;38.41;36.93;38.29;MANUFACTURE OF MOTOR VEHICLES. TRAILERS AND SEMI- TRAILERS;
2006;06;35;ΚΑΣΑ΢ΚΔΤΖ ΛΟΗΠΟΤ ΔΞΟΠΛΗ΢ΜΟΤ ΜΔΣΑΦΟΡΧΝ;476;1134;177;1311;0.32;20.92;23.88;21.32;48.13;35.89;46.28;MANUFACTURE OF OTHER TRANSPORT EQUIPMENT;
2006;06;36;ΚΑΣΑ΢ΚΔΤΖ ΔΠΗΠΛΧΝ. ΛΟΗΠΔ΢ ΒΗΟΜΖΥΑΝΗΔ΢ ΜΑΚ;3003;5097;1233;6330;1.56;23.61;23.53;23.59;36.27;32.95;35.63;MANUFACTURE OF FURNITURE; MANUFACTURING NEC;
2006;06;37;ΑΝΑΚΤΚΛΧ΢Ζ;63;155;41;196;0.05;23.35;21.27;22.92;36.40;33.18;35.78;RECYCLING;
2006;06;40;ΠΑΡΟΥΖ ΖΛΔΚΣΡΗΚΟΤ ΡΔΤΜΑΣΟ΢ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΑΣΜΟΤ ΚΑΗ ΕΔ΢ΣΟΤ ΝΔΡΟΤ;177;287;78;365;0.09;24.13;22.92;23.87;46.89;42.13;45.91;ELECTRICITY. GAS STEAM AND HOT WATER SUPPLY;
2006;06;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2006;06;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2006;06;41;΢ΤΛΛΟΓΖ. ΚΑΘΑΡΗ΢ΜΟ΢ ΚΑΗ ΓΗΑΝΟΜΖ ΝΔΡΟΤ;273;594;135;729;0.18;24.66;24.09;24.56;40.41;46.89;41.59;COLLECTION. PURIFICATION AND DISTRIBUTION OF WATER;
2006;06;45;ΚΑΣΑ΢ΚΔΤΔ΢;13169;20333;3813;24146;5.97;22.93;24.13;23.12;36.18;36.09;36.16;CONSTRUCTION;
2006;06;50;ΔΜΠΟΡΗΟ. ΢ΤΝΣΖΡΖ΢Ζ ΚΑΗ ΔΠΗ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΛΗΑΝΗΚΖ ΠΧΛΖ΢Ζ ΚΑΤ΢ΗΜΧΝ ΟΥΖΜΑΣΧΝ;11583;18346;3004;21350;5.28;24.07;23.83;24.03;34.88;32.48;34.55;SALE. MAINTENANCE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES; RETAIL SALE OF AUTOMOTIVE FUEL;
2006;06;51;ΥΟΝΓΡΗΚΟ ΔΜΠΟΡΗΟ ΚΑΗ ΔΜΠΟΡΗΟ ΜΔ ΠΡΟΜΖΘΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ;22387;35960;17523;53483;13.22;24.11;24.10;24.11;37.45;35.92;36.95;WHOLESALE TRADE AND COMMISSION TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES;
2006;06;52;ΛΗΑΝΗΚΟ ΔΜΠΟΡΗΟ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΔΠΗ΢ΚΔΤΖ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;37276;18485;37254;55739;13.78;24.12;24.02;24.06;32.90;32.31;32.50;RETAIL TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES; REPAIR OF PERSONAL AND HOUSEHOLD GOODS;
2006;06;55;ΞΔΝΟΓΟΥΔΗΑ ΚΑΗ Δ΢ΣΗΑΣΟΡΗΑ;30742;25021;30196;55217;13.65;20.99;21.22;21.12;35.03;33.62;34.25;HOTELS AND RESTAURANTS;
2006;06;60;ΥΔΡ΢ΑΗΔ΢ ΜΔΣΑΦΟΡΔ΢ΜΔΣΑΦΟΡΔ΢ ΜΔ΢Χ ΑΓΧΓΧΝ;9490;12058;977;13035;3.22;23.60;23.88;23.62;36.00;34.32;35.87;LAND TRANSPORT. TRANSPORT VIA PIPELINES;
2006;06;61;ΤΓΑΣΗΝΔ΢ ΜΔΣΑΦΟΡΔ΢;536;687;610;1297;0.32;24.18;24.52;24.34;63.30;52.32;58.10;WATER TRANSPORT;
2006;06;62;ΔΝΑΔΡΗΔ΢ ΜΔΣΑΦΟΡΔ΢;36;54;53;107;0.03;24.46;23.77;24.12;89.52;57.80;74.03;AIR TRANSPORT;
2006;06;63;ΒΟΖΘΖΣΗΚΔ΢ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΠΡΟ΢ ΣΗ΢ ΜΔΣΑΦΟΡΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢. ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΣΑΞΗΓΗΧΣΗΚΧΝ ΠΡΑΚΣΟΡΔΗΧΝ;3752;4757;4608;9365;2.32;24.14;24.17;24.16;45.81;40.18;43.04;SUPPORTING AND AUXILIARY ACTIVITIES; ACTIVITIES OF TRAVEL AGENCIES;
2006;06;64;ΣΑΥΤΓΡΟΜΔΗΑ ΚΑΗ ΣΖΛΔΠΗΚΟΗΝΧΝΗΔ΢;885;1216;727;1943;0.48;23.24;24.06;23.55;36.16;32.93;34.92;POST AND TELECOMMUNICATIONS;
2006;06;65;ΔΝΓΗΑΜΔ΢ΟΗ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ. ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ Α΢ΦΑΛΗ΢ΣΗΚΔ΢ ΔΣΑΗΡΔΗΔ΢ ΚΑΗ ΣΑ ΣΑΜΔΗΑ ΢ΤΝΣΑΞΔΧΝ;122;106;183;289;0.07;24.57;24.33;24.42;85.95;45.82;60.63;FINANCIAL INTERMEDIATION. EXCEPT INSURANCE AND PENSION FUNDING;
2006;06;66;Α΢ΦΑΛΗ΢ΔΗ΢ ΚΑΗ ΢ΤΝΣΑΞΗΟΓΟΣΗΚΑ ΣΑΜΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΖΝ ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;430;153;480;633;0.16;24.15;24.30;24.26;49.10;35.35;38.66;INSURANCE AND PENSION FUNDING. EXCEPT COMPULSORY SOCIAL SECURITY;
2006;06;67;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΤΝΑΦΔΗ΢ ΜΔ ΣΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΔΝΓΗΑΜΔ΢ΧΝ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΧΝ ΟΡΓΑΝΗ΢ΜΧΝ;1055;590;1314;1904;0.47;24.15;24.22;24.20;54.73;39.34;44.10;ACTIVITIES AUXILIARY TO FINANCIAL INTERMEDIATION;
2006;06;70;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΥΔΣΗΚΔ΢ ΜΔ ΑΚΗΝΖΣΖ ΠΔΡΗΟΤ΢ΗΑ;1134;641;994;1635;0.40;24.20;24.10;24.14;49.93;40.56;44.24;REAL ESTATE ACTIVITIES;
2006;06;71;ΔΚΜΗ΢ΘΧ΢Ζ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΞΟΠΛΗ΢ΜΟΤ ΥΧΡΗ΢ ΥΔΗΡΗ΢ΣΖ. ΔΚΜΗ΢ΘΧ΢Ζ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;1435;1274;1186;2460;0.61;23.45;23.50;23.48;32.38;29.68;31.07;RENTING OF MACHINERY AND EQUIPMENT WITHOUT OPERATOR AND OF PERSONAL AND HOUSEHOLD GOODS;
2006;06;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2006;06;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2006;06;72;ΠΛΖΡΟΦΟΡΗΚΖ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;1393;2065;1115;3180;0.79;24.21;23.93;24.11;46.03;38.56;43.43;COMPUTER AND RELATED ACTIVITIES;
2006;06;73;ΔΡΔΤΝΑ ΚΑΗ ΑΝΑΠΣΤΞΖ;189;178;243;421;0.10;23.75;24.02;23.91;60.78;42.98;50.46;RESEARCH AND DEVELOPMENT;
2006;06;74;ΆΛΛΔ΢ ΔΠΗΥΔΗΡΖΜΑΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;16578;7609;16341;23950;5.92;23.84;24.17;24.06;41.98;36.70;38.36;OTHER BUSINESS ACTIVITIES;
2006;06;75;ΓΖΜΟ΢ΗΑ ΓΗΟΗΚΖ΢Ζ ΚΑΗ ΑΜΤΝΑ. ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;1609;1217;2363;3580;0.88;27.34;26.36;26.69;47.76;47.38;47.51;PUBLIC ADMINISTRATION AND DEFENCE ; COMPULSORY SOCIAL SECURITY;
2006;06;80;ΔΚΠΑΗΓΔΤ΢Ζ;13614;2310;7955;10265;2.54;23.43;23.22;23.27;42.82;30.65;33.41;EDUCATION;
2006;06;85;ΤΓΔΗΑ ΚΑΗ ΚΟΗΝΧΝΗΚΖ ΜΔΡΗΜΝΑ;8036;1466;9201;10667;2.64;24.73;24.48;24.52;39.15;34.88;35.47;HEALTH AND SOCIAL WORK;
2006;06;90;ΓΗΑΘΔ΢Ζ ΛΤΜΑΣΧΝ ΚΑΗ ΑΠΟΡΡΗΜΑΣΧΝ. ΤΓΗΔΗΝΖ ΚΑΗ ΠΑΡΟΜΟΗΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;446;688;173;861;0.21;23.61;22.86;23.46;38.74;36.40;38.28;SEWAGE AND REFUSE DISPOSAL. SANITATION AND SIMILAR ACTIVITIES;
2006;06;91;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΟΡΓΑΝΧ΢ΔΧΝ καθ;2880;1884;2154;4038;1.00;24.89;26.26;25.62;46.94;41.51;43.97;ACTIVITIES OF MEMBERSHIP ORGANIZATIONS NEC;
2006;06;92;ΦΤΥΑΓΧΓΗΚΔ΢.ΠΟΛΗΣΗ΢ΣΗΚΔ΢ ΚΑΗ ΑΘΛΖΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;3573;2819;2503;5322;1.32;24.34;23.37;23.88;37.87;35.48;36.77;RECREATIONAL. CULTURAL AND SPORTING ACTIVITIES;
2006;06;93;ΆΛΛΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΠΑΡΟΥΖ΢ ΤΠΖΡΔ΢ΗΧΝ;7469;2683;8924;11607;2.87;23.65;22.75;22.96;32.54;29.18;29.98;OTHER SERVICE ACTIVITIES;
2006;06;95;ΗΓΗΧΣΗΚΑ ΝΟΗΚΟΚΤΡΗΑ ΠΟΤ ΑΠΑ΢ΥΟΛΟΤΝ ΟΗΚΗΑΚΟ ΠΡΟ΢ΧΠΗΚΟ;20276;2430;11524;13954;3.45;24.47;24.30;24.33;28.13;15.38;17.61;PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS;
2006;06;99;ΔΣΔΡΟΓΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ ΚΑΗ ΟΡΓΑΝΑ;164;163;225;388;0.10;24.55;24.75;24.66;54.45;50.35;52.07;EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES;
2006;06;NA;΢ΤΝΟΛΟ;244058;217450;187081;404531;100;23.47;23.50;23.49;37.06;33.17;35.26;TOTAL;
2006;06; Χο (2) Ο (3) Σα;αξηζκόο επηρεηξήζεσλ ιακβάλεηαη ν αξηζκόο ησλ αζθαιηζκέλσλ δελ είλαη δξαζηεξηόηεηα κεηξάηαη κία θνξά ζηνηρεία αλαθέξνληαη ζηνπο αζθαιηζκέλνπο ηαθηηθέο απνδνρέο ΠΑΡΑΣΗΡΗ΢ΕΙ΢;ζπλνιηθόο αξηζκόο ησλ δηαθξηηόο Δάλ έλαο πνπ εξγάδνληαη;κνλάδσλ αζθαιηζκέλνο κε πιήξεο;(παξαξηεκάησλ) απαζρνιείηαη σξάξην θαη;ησλ ζε ηα κέζα;επηρεηξήζεσλ δηαθνξεηηθνύο εκεξνκίζζηα;εξγνδόηεο πξνθύπηνπλ;κε ηελ κόλν;ίδηα νηθνλνκηθή από ηηο;NA;NA;NA;NA;
2006;06;1 Ζ 2 Σν  The (2) The (3) The;κέζε απαζρόιεζε δελ παξνπζηάδεη γεληθό κέζν εκεξνκίζζην ησλ γπλαηθώλ Number of Enterprises refers to number number of insured individuals is not above figures refer to insured individuals COMMENTS;κεγάιεο απνθιίζεηο είλαη ην 89.51% ηνπ of units (branches) distinctIf the same who are employed;ζρεηηθά κε ην γεληθνύ of each person is full-time;θύιν (άλδξεο. κέζνπ enterprise employed in and their;γπλαίθεο) εκεξνκηζζίνπ ησλ more than average;αλδξώλ one wages per;employers with day do not;the same include leave;economic benefits;activity is & season;counted as one bonuses;NA;NA;
2007;06;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2007;06;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2007;06;NA;ΑΓΝΧ΢ΣΖ;0;1648;1496;3144;0.75;22.87;22.62;22.75;40.22;34.26;37.40;UNKNOWN;
2007;06;1;ΓΔΧΡΓΗΑ. ΚΣΖΝΟΣΡΟΦΗΑ. ΘΖΡΑ ΚΑΗ ΢ΒΓ;857;1077;394;1471;0.35;23.94;23.64;23.86;38.04;38.22;38.08;AGRICULTURE. HUNTING AND RELATED SERVICE ACTIVITIES;
2007;06;2;ΓΑ΢ΟΚΟΜΗΑ. ΤΛΟΣΟΜΗΑ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;115;155;47;202;0.05;19.85;20.30;19.96;34.00;34.17;34.04;FORESTRY. LOGGING AND RELATED SERVICES;
2007;06;5;ΑΛΗΔΗΑ. ΔΚΜΔΣΑΛΛΔΤ΢Ζ ΗΥΘΤΟΣΡΟΦΔΗΧΝ ΚΑΗ ΜΟΝΑΓΧΝ ΠΑΡΑΓΧΓΖ΢ ΓΟΝΟΤ ΒΓ΢ ΜΔ ΣΖΝ ΑΛΗΔΗΑ;233;405;102;507;0.12;23.95;23.70;23.90;45.84;38.41;44.36;FISHING. OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING;
2007;06;10;ΔΞΟΡΤΞΖ ΑΝΘΡΑΚΑ ΚΑΗ ΛΗΓΝΗΣΖ. ΔΞΟΡΤΞΖ ΣΤΡΦΖ΢;22;21;5;26;0.01;23.52;27.00;24.19;40.66;33.09;39.03;MINING OF COAL AND LIGNITE;
2007;06;11;ΑΝΣΛΖ΢Ζ ΑΡΓΟΤ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΒΓ΢ ΜΔ ΣΖΝ ΑΝΣΛΖ΢Ζ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ ΜΔΛΔΣΔ΢;16;16;2;18;0.00;21.31;25.00;21.72;33.82;36.05;34.10;EXTRACTION OF CRUDE PETROLEUM AND NATURAL GAS; SERVICE ACTIVITIES INCIDENTAL TO OIL AND GAS EXTRACTION. EXCLUDING SURVEYING;
2007;06;12;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΔΤΜΑΣΧΝ ΟΤΡΑΝΗΟΤ ΚΑΗ ΘΟΡΗΟΤ;3;6;2;8;0.00;25.00;25.00;25.00;31.80;28.74;31.03;MINING OF URANIUM AND THORIUM ORES;
2007;06;13;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΟΤΥΧΝ ΜΔΣΑΛΛΔΤΜΑΣΧΝ;30;33;18;51;0.01;22.76;23.44;23.00;59.36;33.90;50.20;MINING OF METAL ORES;
2007;06;14;ΑΛΛΔ΢ ΔΞΟΡΤΚΣΗΚΔ΢ ΚΑΗ ΛΑΣΟΜΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;296;750;59;809;0.19;23.49;23.44;23.48;45.70;38.28;45.16;OTHER MINING AND QUARRYING;
2007;06;15;ΒΗΟΜΖΥΑΝΗΑ ΣΡΟΦΗΜΧΝ ΚΑΗ ΠΟΣΧΝ;6447;7923;5533;13456;3.19;24.00;23.51;23.80;39.19;34.90;37.45;MANUFACTURE OF FOOD PRODUCTS AND BEVERAGES;
2007;06;16;ΠΑΡΑΓΧΓΖ ΠΡΟΗΟΝΣΧΝ ΚΑΠΝΟΤ;8;10;5;15;0.00;25.10;18.40;22.87;55.21;49.17;53.59;MANUFACTURE OF TOBACCO PRODUCTS;
2007;06;17;ΠΑΡΑΓΧΓΖ ΚΛΧ΢ΣΟΤΦΑΝΣΟΤΡΓΗΚΧΝ ΤΛΧΝ;1080;1419;1281;2700;0.64;24.14;23.53;23.85;37.89;36.35;37.17;MANUFACTURE OF TEXTILES;
